Attendance (%),Study Hours (per day),Assignment Score,Previous GPA,Participation Level,Internet Usage (hrs/day),Sleep Hours,Family Support Index,Extra Curricular,Final Exam Score,Pass/Fail,Performance Category
66.71,3.14,62.1,9.61,Medium,9.28,5.71,5,Yes,81.08,Pass,High
88.55,2.49,65.94,5.82,Low,3.44,8.02,3,Yes,81.59,Pass,High
55.33,1.23,41.87,8.69,High,4.33,8.49,10,No,86.57,Pass,High
53.76,3.13,55.57,8.6,Low,6.12,6.59,5,Yes,57.12,Pass,Medium
86.41,5.57,42.02,8.15,High,8.94,6.28,1,Yes,88.3,Pass,High
74.77,7.57,92.75,9.79,Low,9.48,4.15,6,No,100.0,Pass,High
84.42,7.1,54.6,6.36,Medium,7.66,8.4,10,Yes,100.0,Pass,High
71.74,6.36,73.44,4.78,High,1.78,4.07,4,Yes,100.0,Pass,High
62.32,6.52,42.34,8.03,High,7.02,8.72,4,Yes,94.69,Pass,High
90.96,5.65,80.01,8.38,High,4.69,6.45,8,Yes,100.0,Pass,High
89.97,2.82,59.38,7.45,Low,5.24,5.71,2,No,78.64,Pass,High
84.73,7.35,93.88,5.24,Low,1.44,8.62,4,No,100.0,Pass,High
63.61,5.7,93.29,7.03,Medium,2.72,4.12,2,Yes,86.66,Pass,High
79.51,4.92,59.52,5.87,High,8.11,6.91,1,No,76.95,Pass,High
68.05,1.78,94.06,6.56,High,5.09,6.74,10,No,87.02,Pass,High
54.58,4.13,99.77,7.87,Low,3.71,5.1,3,No,76.28,Pass,High
95.87,4.22,89.52,8.47,Low,4.46,6.14,8,Yes,99.19,Pass,High
56.84,7.05,90.69,5.39,Medium,8.69,7.26,6,Yes,97.68,Pass,High
97.51,4.83,54.94,6.43,Medium,7.74,7.64,7,No,95.13,Pass,High
72.3,3.66,74.6,5.61,Low,3.45,4.0,2,No,66.62,Pass,Medium
59.26,7.84,44.04,5.19,High,2.06,8.68,6,Yes,100.0,Pass,High
77.1,1.78,45.7,8.7,Medium,3.27,4.82,8,No,85.16,Pass,High
93.65,3.96,99.93,9.46,Low,9.29,5.17,8,Yes,90.62,Pass,High
86.61,1.29,59.6,6.22,Low,6.23,5.32,4,No,55.95,Pass,Medium
90.33,6.18,84.89,8.51,High,5.8,4.19,6,Yes,100.0,Pass,High
82.94,7.43,88.4,9.38,Low,6.37,4.62,5,Yes,100.0,Pass,High
84.61,2.96,91.48,9.08,Low,4.29,8.93,9,Yes,91.57,Pass,High
92.46,7.01,99.86,5.1,Medium,8.26,5.58,8,Yes,100.0,Pass,High
62.48,3.05,54.49,9.74,Low,5.71,4.58,2,No,66.81,Pass,Medium
74.47,7.38,42.42,6.26,Low,2.05,4.53,7,Yes,97.43,Pass,High
61.06,6.28,64.67,6.04,Medium,2.16,7.6,7,No,90.38,Pass,High
99.38,6.63,47.8,4.37,High,5.83,8.27,1,Yes,100.0,Pass,High
97.2,1.13,41.35,6.92,High,9.43,5.28,1,Yes,69.78,Pass,Medium
51.97,7.74,61.63,4.65,Medium,3.78,4.1,4,No,87.69,Pass,High
85.28,6.09,87.02,5.49,Medium,8.83,5.12,5,No,100.0,Pass,High
96.26,3.13,73.97,5.9,High,7.88,4.28,4,No,89.08,Pass,High
59.03,6.81,58.77,8.85,High,3.23,4.52,7,Yes,100.0,Pass,High
78.4,2.97,79.26,9.25,High,1.33,6.16,3,Yes,100.0,Pass,High
95.77,7.11,53.92,5.81,High,1.92,5.15,7,No,100.0,Pass,High
51.7,1.79,40.86,9.15,High,7.56,6.58,8,Yes,74.77,Pass,Medium
84.87,5.93,85.86,9.14,Medium,2.8,5.27,6,No,100.0,Pass,High
64.87,4.78,77.42,8.59,Low,4.34,8.7,6,Yes,87.63,Pass,High
96.22,1.68,85.74,4.88,High,5.52,8.53,8,Yes,88.98,Pass,High
98.55,2.69,42.34,8.14,High,7.53,6.83,8,Yes,88.26,Pass,High
97.21,1.09,90.23,9.67,Low,2.02,5.77,7,No,87.58,Pass,High
73.71,4.28,77.17,8.1,Low,4.66,5.91,6,Yes,94.32,Pass,High
93.1,3.11,73.8,5.99,Low,5.37,6.06,6,No,69.09,Pass,Medium
92.23,5.19,77.48,7.0,Low,5.87,7.64,10,No,100.0,Pass,High
65.96,3.08,91.87,7.87,Low,8.37,6.26,6,Yes,70.79,Pass,Medium
91.45,3.1,75.22,7.06,Low,2.55,8.28,8,No,91.61,Pass,High
51.85,6.2,74.86,4.72,Medium,8.27,8.72,1,No,76.94,Pass,High
79.81,1.34,99.44,5.87,Low,7.24,5.68,5,Yes,76.71,Pass,High
61.5,7.32,85.4,8.81,Low,6.0,6.8,3,No,93.89,Pass,High
56.03,6.97,66.54,9.17,Medium,7.3,4.48,8,No,100.0,Pass,High
53.85,5.67,82.44,4.82,Low,4.71,5.0,6,Yes,84.28,Pass,High
84.81,5.15,63.35,9.71,High,2.25,6.07,2,Yes,98.0,Pass,High
66.99,7.25,53.73,5.97,High,6.99,5.03,7,Yes,98.75,Pass,High
86.24,2.3,75.81,7.97,Low,5.72,8.38,7,No,88.67,Pass,High
53.27,1.55,95.69,8.51,Medium,6.75,4.79,5,No,67.43,Pass,Medium
65.76,2.68,95.75,8.87,High,4.04,6.28,8,Yes,100.0,Pass,High
76.97,6.56,60.51,9.67,Medium,9.16,7.03,5,No,96.15,Pass,High
89.54,1.24,71.66,5.88,High,6.29,7.46,1,Yes,79.76,Pass,High
65.94,5.08,52.7,9.15,Low,1.77,5.92,9,Yes,100.0,Pass,High
81.29,7.97,99.74,4.79,Medium,5.05,8.35,4,Yes,100.0,Pass,High
94.3,6.99,98.87,8.23,Medium,7.81,6.84,2,No,99.62,Pass,High
80.79,4.65,78.97,8.45,Medium,8.15,6.2,4,No,87.03,Pass,High
61.65,1.45,88.26,8.07,High,5.45,4.34,9,Yes,91.58,Pass,High
51.22,6.82,82.91,5.51,High,9.05,6.32,2,Yes,92.08,Pass,High
93.5,5.19,75.59,9.24,High,3.41,8.1,4,No,100.0,Pass,High
51.06,1.8,43.2,5.01,Low,4.7,7.07,2,Yes,54.42,Pass,Medium
93.74,1.66,67.29,4.32,High,9.09,8.16,5,No,71.36,Pass,Medium
76.45,7.37,80.49,8.3,Low,9.07,6.47,3,Yes,97.61,Pass,High
96.95,5.68,80.65,6.85,Medium,7.17,4.59,10,Yes,100.0,Pass,High
89.94,6.81,62.39,9.09,Medium,8.73,4.07,2,No,88.59,Pass,High
99.9,7.15,96.5,6.3,Low,1.8,5.52,9,No,100.0,Pass,High
67.54,5.0,50.04,5.01,High,8.78,7.49,5,No,89.6,Pass,High
88.36,4.62,70.02,9.02,Low,3.89,7.95,10,No,92.88,Pass,High
70.1,4.01,81.45,7.29,Medium,2.6,5.48,5,No,91.78,Pass,High
73.99,3.22,81.83,5.14,Medium,3.15,6.48,1,Yes,72.18,Pass,Medium
81.38,4.04,78.92,8.32,Low,4.76,6.11,6,Yes,87.92,Pass,High
93.68,6.42,56.52,7.07,High,3.26,6.05,7,No,100.0,Pass,High
99.2,5.21,49.37,7.63,High,3.89,5.16,1,No,100.0,Pass,High
88.41,7.25,78.16,6.77,Low,2.21,4.68,9,Yes,100.0,Pass,High
70.89,4.1,75.96,8.97,Low,3.67,4.98,8,Yes,96.68,Pass,High
71.07,5.25,50.76,8.98,High,6.15,4.28,8,No,93.11,Pass,High
86.88,5.42,82.31,8.26,Medium,4.98,4.99,7,No,99.84,Pass,High
61.94,5.14,67.31,4.63,Low,4.12,4.05,5,Yes,78.24,Pass,High
55.52,5.92,80.07,9.03,High,7.72,7.14,3,No,98.19,Pass,High
67.73,2.66,90.24,8.03,High,9.04,5.58,9,Yes,87.01,Pass,High
64.36,4.59,50.18,8.18,Medium,7.81,8.87,7,Yes,85.73,Pass,High
64.82,1.73,41.15,6.18,Medium,3.99,4.97,10,No,78.57,Pass,High
61.68,3.69,86.75,9.28,Medium,7.7,5.73,10,Yes,90.38,Pass,High
52.1,4.41,76.58,8.35,Medium,2.37,5.79,8,Yes,89.14,Pass,High
50.89,5.57,81.98,4.68,Medium,2.17,4.04,6,Yes,83.83,Pass,High
99.39,7.65,90.29,6.45,Low,4.11,8.2,5,No,100.0,Pass,High
71.39,5.2,88.17,9.32,High,8.27,4.16,8,Yes,100.0,Pass,High
69.22,6.21,97.66,4.28,Low,3.22,8.7,3,No,90.53,Pass,High
83.98,4.54,72.16,9.77,Low,1.57,8.46,7,Yes,100.0,Pass,High
60.91,5.44,69.31,8.07,Low,2.19,6.68,2,Yes,86.12,Pass,High
97.5,1.5,64.11,7.79,Low,8.73,6.72,3,Yes,64.34,Pass,Medium
89.32,2.78,49.22,5.62,Low,6.7,7.27,2,Yes,60.62,Pass,Medium
54.47,3.53,74.36,5.49,Medium,3.28,5.94,5,Yes,77.63,Pass,High
70.88,4.31,56.62,9.65,Medium,6.0,7.24,7,No,88.46,Pass,High
93.96,1.32,95.28,5.79,High,5.75,4.22,10,No,85.25,Pass,High
97.24,1.98,74.99,8.65,Low,6.9,4.27,10,Yes,73.31,Pass,Medium
73.37,2.94,75.57,6.36,High,3.1,6.29,1,No,91.97,Pass,High
80.67,7.8,61.3,4.84,Medium,8.78,6.75,10,No,100.0,Pass,High
58.35,3.32,43.12,4.06,Medium,3.78,8.44,9,Yes,79.78,Pass,High
99.56,4.37,41.9,7.27,Medium,7.25,4.52,1,No,76.37,Pass,High
61.58,2.37,65.4,9.85,Low,1.15,8.11,1,No,75.97,Pass,High
97.14,5.28,45.07,6.21,Low,4.35,5.05,10,No,88.27,Pass,High
82.48,2.96,76.41,6.14,Medium,4.17,5.97,8,No,82.05,Pass,High
80.39,2.45,92.86,6.06,High,5.89,5.58,6,Yes,91.17,Pass,High
75.63,4.62,92.97,7.12,High,1.65,6.0,6,No,100.0,Pass,High
61.53,1.04,79.54,6.64,Medium,8.11,4.75,9,Yes,69.86,Pass,Medium
58.83,1.05,52.67,9.28,High,2.96,6.52,4,Yes,68.09,Pass,Medium
61.02,2.53,91.78,7.03,Medium,7.09,8.01,8,No,82.14,Pass,High
59.32,1.26,93.17,7.05,High,8.23,6.21,4,Yes,67.04,Pass,Medium
88.98,1.76,51.8,4.83,Medium,6.06,6.45,2,No,67.06,Pass,Medium
67.51,3.37,84.25,9.9,High,7.67,8.24,8,Yes,100.0,Pass,High
52.89,6.62,57.19,5.5,Low,6.96,7.53,7,No,91.41,Pass,High
98.46,5.0,88.16,4.44,Medium,4.2,6.45,4,No,92.38,Pass,High
94.19,4.59,99.83,7.98,Medium,8.28,5.29,9,Yes,95.79,Pass,High
96.39,3.05,41.8,7.57,High,3.65,8.42,9,No,97.44,Pass,High
99.75,7.52,93.84,6.49,Medium,6.14,6.89,8,No,100.0,Pass,High
58.69,3.78,77.36,6.53,Medium,7.71,5.11,1,No,71.86,Pass,Medium
69.81,1.61,98.4,8.71,Medium,4.41,5.35,7,No,77.49,Pass,High
87.91,5.32,67.9,5.17,Low,3.72,8.02,5,Yes,81.67,Pass,High
84.8,1.8,90.84,8.92,Low,5.13,4.22,7,Yes,77.59,Pass,High
57.69,3.42,43.74,7.89,High,8.36,8.96,9,Yes,90.07,Pass,High
90.79,4.55,60.12,6.51,Low,9.37,4.65,2,No,65.29,Pass,Medium
61.22,7.12,44.02,6.75,High,5.91,7.98,4,Yes,100.0,Pass,High
61.19,4.45,98.52,5.54,Low,6.95,5.97,4,No,78.71,Pass,High
76.85,5.92,89.02,8.51,High,9.13,6.46,2,No,100.0,Pass,High
79.65,7.95,91.15,7.08,Low,1.89,8.4,3,No,100.0,Pass,High
79.0,1.92,96.28,5.93,Low,3.09,6.06,8,Yes,72.89,Pass,Medium
54.57,2.92,45.11,7.58,High,7.38,6.69,9,Yes,83.89,Pass,High
93.87,3.76,63.14,9.97,Medium,8.41,4.25,6,Yes,89.0,Pass,High
63.28,3.95,44.26,6.61,Medium,8.71,4.01,10,Yes,76.62,Pass,High
56.48,3.88,52.65,9.52,Low,4.74,5.22,2,No,65.58,Pass,Medium
94.44,7.35,53.76,6.07,High,1.8,7.4,2,Yes,100.0,Pass,High
97.78,6.0,68.15,4.33,Medium,4.94,4.61,7,Yes,93.56,Pass,High
93.11,5.26,56.11,5.23,High,3.08,4.57,8,Yes,100.0,Pass,High
90.48,3.17,46.06,6.51,Medium,3.62,6.05,8,Yes,84.04,Pass,High
82.76,6.77,50.05,5.32,High,7.95,7.24,6,No,100.0,Pass,High
77.54,7.69,48.84,4.0,Low,1.68,7.56,10,Yes,97.43,Pass,High
54.35,6.75,98.38,9.49,High,8.45,4.89,8,Yes,100.0,Pass,High
70.42,1.01,85.56,9.06,Medium,4.85,4.4,1,Yes,72.01,Pass,Medium
68.63,5.45,98.07,8.45,Low,6.36,8.7,9,No,100.0,Pass,High
62.99,1.36,66.38,5.01,High,1.81,5.3,1,Yes,76.79,Pass,High
86.17,2.8,56.7,4.72,Medium,4.04,8.27,3,Yes,78.23,Pass,High
74.79,1.42,87.9,4.41,Low,1.81,8.32,9,Yes,84.03,Pass,High
54.05,5.23,59.58,8.34,High,9.65,7.86,5,No,89.52,Pass,High
61.01,5.81,57.96,9.57,Medium,8.27,4.84,9,No,97.54,Pass,High
84.16,1.8,53.95,6.58,High,5.14,8.11,9,Yes,80.3,Pass,High
53.81,3.69,47.78,4.71,High,3.01,7.85,6,Yes,83.29,Pass,High
92.56,4.19,55.39,7.07,Low,9.4,6.98,1,No,65.57,Pass,Medium
74.76,3.58,61.32,6.09,Low,4.1,5.69,10,No,83.14,Pass,High
74.03,1.85,80.44,6.25,Medium,2.45,5.31,7,No,83.05,Pass,High
79.62,3.93,43.75,7.73,Low,6.07,4.61,6,No,78.62,Pass,High
91.23,6.26,52.63,8.31,Medium,9.49,6.55,9,No,100.0,Pass,High
67.39,1.5,88.54,4.66,High,1.03,6.93,7,Yes,85.02,Pass,High
83.9,1.56,48.82,4.21,High,3.14,5.8,4,Yes,69.18,Pass,Medium
78.29,3.48,60.56,9.97,Medium,9.45,6.38,7,Yes,73.22,Pass,Medium
63.35,7.59,91.88,5.4,High,2.54,5.82,2,Yes,100.0,Pass,High
93.93,5.68,49.3,4.32,Low,2.02,7.21,6,No,96.86,Pass,High
89.87,5.75,44.96,5.14,High,6.13,8.51,6,No,99.6,Pass,High
82.92,3.53,69.07,4.23,Low,8.76,4.82,2,No,61.35,Pass,Medium
92.53,5.16,58.15,6.35,Medium,5.29,5.91,4,No,90.88,Pass,High
93.36,1.07,73.8,8.81,Medium,9.95,4.7,8,No,73.28,Pass,Medium
85.42,5.45,88.23,6.05,High,7.11,7.12,8,Yes,100.0,Pass,High
91.85,7.39,48.23,6.67,High,1.67,7.64,8,Yes,100.0,Pass,High
84.87,5.29,74.84,8.05,Low,9.94,8.66,8,Yes,88.33,Pass,High
84.01,7.12,70.33,7.05,Low,4.67,5.39,1,Yes,90.96,Pass,High
80.93,6.07,48.64,9.17,High,3.59,8.75,2,Yes,100.0,Pass,High
87.64,1.84,77.44,9.2,High,6.02,4.32,4,No,93.83,Pass,High
57.93,7.32,56.42,4.06,Medium,3.74,7.02,9,No,94.86,Pass,High
94.04,1.47,69.27,8.67,Medium,1.78,4.29,3,No,79.49,Pass,High
93.59,4.74,44.94,6.76,Medium,1.01,8.47,6,No,98.5,Pass,High
51.46,1.99,67.58,9.93,High,5.05,6.65,7,No,82.89,Pass,High
91.29,1.08,58.39,6.9,High,8.53,7.35,8,Yes,82.5,Pass,High
56.44,3.95,89.34,9.92,High,6.15,8.16,7,Yes,100.0,Pass,High
66.76,3.07,43.42,8.53,Medium,9.99,4.75,3,Yes,62.79,Pass,Medium
87.18,4.4,65.12,5.49,High,3.58,4.19,6,No,96.31,Pass,High
58.04,5.04,67.51,7.23,Low,3.52,8.39,5,No,76.92,Pass,High
90.9,1.31,83.5,9.95,High,2.44,5.57,10,No,99.6,Pass,High
91.61,1.86,74.46,9.15,High,2.48,4.64,4,No,98.42,Pass,High
75.37,4.91,80.03,4.58,High,3.57,6.34,1,Yes,89.96,Pass,High
50.32,3.4,86.62,8.24,High,8.14,6.99,7,No,90.69,Pass,High
64.35,6.1,91.73,6.07,High,9.15,4.15,8,Yes,94.49,Pass,High
80.85,5.57,58.83,4.04,Low,9.78,5.37,2,No,69.58,Pass,Medium
99.06,6.92,72.28,6.42,Low,3.09,4.16,7,Yes,100.0,Pass,High
81.59,5.85,90.41,5.41,High,8.93,6.1,6,No,93.49,Pass,High
62.99,4.01,99.37,8.91,Medium,3.95,8.48,5,No,100.0,Pass,High
81.7,5.71,93.37,6.02,High,2.02,8.91,4,Yes,100.0,Pass,High
77.0,2.93,62.29,8.97,High,8.83,7.19,2,Yes,78.38,Pass,High
88.99,3.14,51.71,4.0,High,6.72,4.81,10,No,80.26,Pass,High
55.35,6.52,69.36,5.85,Medium,2.48,8.53,6,Yes,98.73,Pass,High
88.05,4.12,84.5,5.45,Medium,4.87,6.58,5,No,86.26,Pass,High
77.06,6.59,69.55,5.4,Medium,3.59,4.77,2,No,87.07,Pass,High
98.15,6.76,68.99,4.41,Low,7.63,8.61,10,Yes,95.47,Pass,High
67.09,7.0,90.29,5.12,Medium,5.08,7.79,7,No,100.0,Pass,High
81.63,7.42,61.68,7.33,Low,9.9,7.66,6,No,92.94,Pass,High
96.6,4.02,91.59,5.75,Low,1.49,7.55,9,Yes,98.13,Pass,High
55.13,3.23,64.41,6.5,Medium,4.2,5.0,10,No,83.45,Pass,High
96.86,5.08,59.69,6.26,Medium,5.34,5.06,5,No,83.66,Pass,High
84.39,3.6,67.24,9.26,Medium,5.53,7.44,9,No,98.95,Pass,High
53.39,5.21,85.75,9.43,Low,3.84,5.1,9,No,94.31,Pass,High
65.05,5.94,47.56,6.96,High,7.56,6.19,1,Yes,84.52,Pass,High
85.41,5.82,51.79,5.98,Medium,8.87,7.91,5,Yes,91.42,Pass,High
53.37,3.62,97.09,4.64,Medium,9.45,7.92,9,Yes,89.57,Pass,High
79.11,2.17,50.53,9.72,Medium,8.25,6.27,7,No,79.31,Pass,High
67.29,4.01,74.06,4.36,Low,8.66,7.96,6,Yes,71.39,Pass,Medium
81.05,2.0,74.76,5.79,Low,5.95,8.19,6,Yes,67.22,Pass,Medium
52.29,7.23,69.38,5.79,High,8.43,7.27,7,Yes,87.48,Pass,High
93.58,3.42,78.68,5.92,Medium,3.73,5.14,1,No,82.34,Pass,High
98.67,2.08,53.79,4.99,Low,4.59,5.37,4,Yes,60.68,Pass,Medium
98.44,1.18,73.16,8.7,High,3.85,5.57,1,Yes,69.91,Pass,Medium
87.48,5.52,62.33,4.73,Medium,5.21,4.58,6,No,87.72,Pass,High
56.5,5.46,79.7,7.81,Low,3.57,5.37,4,No,86.87,Pass,High
